County,MHI_5y,MHI_white_5y,MHI_black_5y,MHI_am_indian_5y,MHI_asian_5y,MHI_haw_pac_5y,MHI_other_5y,MHI_two_plus_5y,MHI_hispanic_5y,MHI_white_not_hispanic_5y,population_5y,population_21plus_5y,male_percent_5y,female_percent_5y,age_median_5y,age_21_over_5y,age_18_over_5y,age_20_to_24_5y,age_25_to_34_5y,age_35_to_44_5y,age_45_to_54_5y,age_55_to_59_5y,age_60_to_64_5y,age_65_over_5y,white_5y,black_5y,am_indian_5y,asian_5y,haw_pac_5y,other_race_5y,hisp_5y,white_not_hisp_5y,MHI_1y,MHI_white_1y,MHI_black_1y,MHI_am_indian_1y,MHI_asian_1y,MHI_haw_pac_1y,MHI_other_1y,MHI_two_plus_1y,MHI_hispanic_1y,MHI_white_not_hispanic_1y,population_1y,population_21plus_1y,male_percent_1y,female_percent_1y,age_median_1y,age_21_over_1y,age_18_over_1y,age_20_to_24_1y,age_25_to_34_1y,age_35_to_44_1y,age_45_to_54_1y,age_55_to_59_1y,age_60_to_64_1y,age_65_over_1y,white_1y,black_1y,am_indian_1y,asian_1y,haw_pac_1y,other_race_1y,hisp_1y,white_not_hisp_1y,Year,Square Miles
SKAMANIA,53082.0,53910.0,,41111.0,53750.0,,,,57083.0,53462.0,11316.0,8621.0,50.5,49.5,45.4,76.2,78.9,4.7,9.6,11.7,15.6,9.2,9.0,17.1,93.2,1.1,3.2,1.4,0.2,1.1,5.9,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1655.68
SKAMANIA,53606.0,54298.0,,70213.0,39103.0,,34327.0,32841.0,59861.0,53805.0,11498.0,8906.0,50.7,49.3,46.0,77.5,80.1,4.7,9.6,11.9,14.6,9.0,9.7,18.5,92.9,1.0,3.1,1.5,0.4,1.4,6.0,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,1655.68
SKAMANIA,58598.0,59392.0,,69167.0,,,34191.0,36719.0,58229.0,58952.0,11620.0,9083.0,50.4,49.6,46.3,78.2,80.7,5.0,9.6,12.1,14.3,9.0,9.7,19.2,92.9,1.0,3.0,1.6,0.4,1.3,6.2,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1655.68
SNOHOMISH,68381.0,68951.0,55830.0,59980.0,76009.0,63670.0,44056.0,64730.0,50294.0,69985.0,724627.0,523559.0,50.1,49.9,37.3,72.3,76.0,6.4,14.0,14.4,15.7,6.7,5.6,10.8,79.9,3.8,2.7,11.1,0.9,2.5,9.2,73.7,67394.0,67624.0,55803.0,59491.0,75789.0,,42190.0,63181.0,53876.0,68643.0,745913.0,544508.0,50.1,49.9,37.5,73.0,76.6,6.4,14.1,14.1,15.2,7.1,5.8,11.7,79.3,4.2,3.0,11.7,1.0,2.2,9.5,72.7,2014,2087.27
SNOHOMISH,69443.0,69936.0,55958.0,60388.0,78426.0,60895.0,47620.0,65946.0,52215.0,70880.0,735351.0,534436.0,50.1,49.9,37.5,72.7,76.3,6.4,14.1,14.2,15.4,6.8,5.8,11.2,79.4,4.0,2.7,11.5,1.0,2.5,9.4,73.1,71984.0,72276.0,55601.0,50238.0,78573.0,37194.0,61097.0,80297.0,54824.0,73597.0,759583.0,557583.0,50.2,49.8,37.5,73.4,76.8,6.6,14.3,13.8,14.8,6.9,6.2,12.0,78.7,4.2,2.6,12.0,0.9,2.5,9.7,71.9,2015,2087.27
SNOHOMISH,70722.0,71401.0,55127.0,55880.0,80146.0,57429.0,48835.0,67426.0,53037.0,72338.0,746653.0,545687.0,50.2,49.8,37.6,73.1,76.6,6.5,14.2,14.0,15.2,6.8,6.0,11.7,78.8,4.1,2.7,11.8,1.0,2.7,9.5,72.5,76251.0,76552.0,60486.0,41053.0,88569.0,,50495.0,80346.0,50429.0,78163.0,772501.0,569491.0,50.2,49.8,37.8,73.7,77.1,6.5,14.4,13.6,14.7,7.0,6.3,12.4,77.5,4.3,2.8,12.4,1.3,3.4,9.9,71.3,2016,2087.27
SNOHOMISH,73528.0,74013.0,60167.0,59306.0,85803.0,61797.0,55375.0,71068.0,55375.0,75283.0,758649.0,556520.0,50.1,49.9,37.8,73.4,76.8,6.4,14.2,13.9,15.0,7.0,6.1,12.1,78.0,4.2,2.8,12.1,1.1,3.1,9.6,72.0,78716.0,79495.0,59337.0,56462.0,98079.0,57965.0,61851.0,70094.0,60701.0,80288.0,787620.0,581468.0,50.1,49.9,38.0,73.8,77.2,6.1,14.5,13.8,14.4,7.3,6.1,12.9,75.9,4.4,2.6,12.9,1.1,4.1,9.9,70.6,2017,2087.27
SNOHOMISH,78020.0,78809.0,62093.0,59002.0,88622.0,58456.0,57159.0,75216.0,59138.0,79793.0,771904.0,568507.0,50.1,49.9,37.8,73.6,77.0,6.2,14.5,13.9,14.7,7.1,6.2,12.3,77.2,4.5,2.8,12.5,1.1,3.4,9.8,71.2,82595.0,83937.0,73881.0,66944.0,89466.0,64194.0,60744.0,80269.0,68952.0,83981.0,801633.0,594472.0,50.2,49.8,38.1,74.2,77.3,6.0,14.6,14.1,14.1,6.8,6.7,13.0,75.4,4.9,2.8,13.4,1.3,4.0,10.2,69.5,2018,2087.27
SNOHOMISH,82751.0,83676.0,63791.0,57754.0,94004.0,62049.0,63143.0,77828.0,63412.0,84715.0,786620.0,580740.0,50.2,49.8,37.8,73.8,77.1,6.0,14.7,13.9,14.3,7.1,6.3,12.7,76.3,4.6,2.7,12.9,1.1,3.6,10.0,70.3,87440.0,87720.0,69796.0,57325.0,101661.0,56712.0,84272.0,67056.0,81239.0,88847.0,814901.0,605497.0,50.1,49.9,37.8,74.3,77.4,5.7,14.8,14.3,13.6,7.0,6.4,13.5,74.7,5.0,2.7,13.9,1.0,3.8,10.4,68.5,2019,2087.27
SPOKANE,49233.0,50571.0,30930.0,32015.0,39658.0,23321.0,31654.0,37145.0,40408.0,50742.0,473832.0,342152.0,49.5,50.5,36.9,72.2,77.0,8.1,13.6,12.1,13.9,6.8,6.0,13.4,89.3,3.0,3.0,3.4,0.7,1.4,4.7,86.4,47576.0,48905.0,26948.0,27220.0,39283.0,16010.0,,29706.0,41539.0,49113.0,479398.0,349801.0,49.5,50.5,37.2,73.0,77.4,7.9,14.1,12.1,13.2,6.7,6.5,14.2,89.6,3.2,3.1,3.4,0.8,0.9,5.0,86.0,2014,1763.79
SPOKANE,50432.0,51628.0,33447.0,29055.0,41705.0,16550.0,31797.0,35398.0,42703.0,51785.0,476950.0,346649.0,49.5,50.5,37.1,72.7,77.2,8.0,13.8,12.0,13.6,6.8,6.2,13.8,89.2,3.1,3.0,3.5,0.7,1.3,4.9,86.1,50249.0,51418.0,30701.0,27047.0,49873.0,11995.0,48500.0,32106.0,52018.0,51363.0,484318.0,354442.0,49.5,50.5,37.2,73.2,77.5,7.9,14.2,11.9,12.8,7.1,5.8,14.9,89.1,3.3,3.1,3.6,0.9,1.1,5.2,85.5,2015,1763.79
SPOKANE,50079.0,51281.0,30725.0,27581.0,41528.0,16488.0,32727.0,36590.0,42766.0,51430.0,480832.0,350887.0,49.5,50.5,37.2,73.0,77.4,7.9,14.1,11.9,13.3,6.8,6.3,14.2,89.0,3.1,3.1,3.5,0.8,1.3,5.1,85.7,48525.0,49510.0,28444.0,45393.0,40469.0,,,44454.0,43920.0,49530.0,490945.0,359949.0,49.7,50.3,37.1,73.3,77.6,7.4,15.0,11.6,12.7,6.5,6.5,15.4,88.7,3.1,3.1,3.7,1.0,1.5,5.4,85.0,2016,1763.79
SPOKANE,50550.0,51616.0,30346.0,31250.0,43965.0,21797.0,34769.0,40385.0,46272.0,51648.0,485859.0,355753.0,49.5,50.5,37.3,73.2,77.5,7.7,14.3,11.9,13.0,6.8,6.4,14.7,88.8,3.1,3.0,3.5,0.8,1.5,5.2,85.6,53043.0,53819.0,34545.0,47692.0,46778.0,31829.0,46260.0,50536.0,51650.0,53818.0,499072.0,366459.0,49.7,50.3,37.3,73.4,77.8,7.0,14.6,12.0,12.4,6.7,6.7,15.4,87.6,3.3,3.2,3.5,0.7,2.2,5.5,85.0,2017,1763.79
SPOKANE,52159.0,53351.0,30866.0,37568.0,45463.0,30435.0,41741.0,42476.0,47357.0,53394.0,490764.0,359945.0,49.6,50.4,37.4,73.3,77.6,7.4,14.5,12.0,12.8,6.9,6.4,15.0,88.6,3.2,3.2,3.6,0.9,1.5,5.4,85.3,53360.0,53762.0,53699.0,39072.0,65278.0,51753.0,,46787.0,46726.0,53909.0,506152.0,370427.0,49.5,50.5,37.6,73.2,77.8,7.0,14.4,12.2,12.4,6.8,6.5,15.7,88.0,3.3,3.5,3.8,1.2,1.8,5.7,84.5,2018,1763.79
SPOKANE,54852.0,56064.0,31770.0,35602.0,52040.0,41944.0,44972.0,47718.0,50708.0,56107.0,497875.0,365865.0,49.6,50.4,37.5,73.5,77.7,7.1,14.7,12.1,12.5,6.9,6.3,15.4,88.1,3.2,3.1,3.7,1.0,1.8,5.6,84.9,59783.0,60768.0,28494.0,24531.0,63704.0,34823.0,60030.0,52874.0,48801.0,60988.0,514631.0,379195.0,49.3,50.7,37.8,73.7,77.8,6.5,15.0,12.6,11.7,7.1,5.9,16.2,87.1,3.4,2.9,3.9,1.0,2.5,5.9,84.2,2019,1763.79
STEVENS,41742.0,42297.0,35473.0,30875.0,142717.0,,32000.0,38558.0,42614.0,42231.0,43513.0,31910.0,50.4,49.6,45.4,73.3,76.6,4.0,8.7,10.9,15.3,8.4,8.9,18.1,90.0,0.8,7.4,1.2,0.3,0.6,2.9,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2477.76
STEVENS,42111.0,43135.0,13846.0,29688.0,42000.0,,23843.0,39750.0,30978.0,43223.0,43541.0,32038.0,50.2,49.8,45.7,73.6,77.0,4.2,8.7,10.6,14.7,8.5,9.0,18.9,89.6,0.9,7.5,1.3,0.3,0.7,3.1,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2477.76
STEVENS,41978.0,43203.0,,28681.0,22115.0,,23720.0,40564.0,24444.0,43375.0,43548.0,32173.0,50.3,49.7,46.2,73.9,77.4,4.3,8.5,10.4,14.3,8.8,8.9,19.7,89.2,0.9,7.6,1.4,0.3,1.0,3.2,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2477.76
STEVENS,44115.0,45627.0,,29796.0,,,23827.0,40123.0,24250.0,45903.0,43744.0,32519.0,50.1,49.9,46.4,74.3,77.7,4.6,8.4,10.3,13.8,8.5,9.1,20.6,88.9,0.9,7.6,1.5,0.3,1.3,3.4,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2477.76
STEVENS,47272.0,49466.0,,30313.0,,,23662.0,37204.0,27500.0,49839.0,43858.0,32740.0,49.8,50.2,46.4,74.7,77.9,4.8,8.7,10.1,13.3,8.9,8.9,21.2,88.9,0.9,7.7,1.6,0.3,1.1,3.5,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2477.76
STEVENS,49200.0,50802.0,,30089.0,,,23734.0,39063.0,24366.0,51033.0,44214.0,33108.0,49.6,50.4,46.6,74.9,78.1,4.9,8.9,9.9,12.9,8.9,8.8,21.9,88.8,1.0,7.6,1.5,0.5,1.1,3.6,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2477.76
THURSTON,62229.0,62564.0,64828.0,60792.0,63672.0,78177.0,68438.0,43890.0,57543.0,62888.0,256080.0,187937.0,48.8,51.2,38.2,73.4,77.3,6.8,13.6,13.1,14.1,7.0,6.7,13.5,83.3,4.2,3.0,7.3,1.3,1.9,7.5,78.1,59785.0,60861.0,60700.0,51406.0,62065.0,,64808.0,28895.0,45293.0,61368.0,262388.0,194355.0,48.7,51.3,38.3,74.1,77.7,7.2,13.8,13.1,13.1,7.0,6.8,14.6,82.2,4.7,3.1,8.4,0.5,2.0,8.1,76.7,2014,721.96
THURSTON,62286.0,62936.0,64605.0,45000.0,65087.0,91250.0,59563.0,47273.0,56270.0,63282.0,259330.0,191205.0,49.0,51.0,38.4,73.7,77.5,6.8,13.9,13.0,13.7,6.9,6.8,14.0,82.8,4.5,3.1,7.5,1.4,1.9,7.8,77.5,61609.0,61472.0,67712.0,15905.0,70778.0,,85771.0,63187.0,68101.0,61182.0,265851.0,197913.0,48.9,51.1,39.0,74.4,77.9,6.3,14.6,13.1,13.0,6.8,6.9,15.2,81.8,5.1,3.4,7.9,1.4,1.6,8.4,76.1,2015,721.96
THURSTON,61677.0,61946.0,65460.0,43558.0,69018.0,64489.0,65938.0,51460.0,54667.0,62237.0,262723.0,194437.0,49.0,51.0,38.5,74.0,77.8,6.8,13.9,13.0,13.4,6.9,6.9,14.6,82.6,4.6,3.2,7.7,1.4,1.7,8.1,76.8,62137.0,61673.0,75549.0,23554.0,87260.0,52131.0,54500.0,68877.0,53580.0,61697.0,269536.0,200459.0,49.3,50.7,39.1,74.4,78.3,6.5,13.8,12.8,13.3,7.1,6.6,15.8,82.1,5.1,3.3,8.1,1.8,1.6,8.6,75.5,2016,721.96
THURSTON,62854.0,63704.0,63536.0,42872.0,71364.0,46977.0,57023.0,50595.0,55645.0,64000.0,266311.0,197930.0,49.0,51.0,38.8,74.3,77.9,6.5,14.1,13.0,13.1,7.0,6.7,15.2,82.5,4.8,3.2,7.8,1.4,1.5,8.2,76.4,65783.0,68149.0,59426.0,71905.0,56150.0,34258.0,50820.0,47532.0,60719.0,68811.0,275222.0,205877.0,49.1,50.9,39.5,74.8,78.3,5.6,15.0,12.4,13.2,7.2,6.4,16.4,82.1,4.9,3.0,8.2,1.4,1.5,8.6,75.5,2017,721.96
THURSTON,66113.0,67149.0,67508.0,42950.0,71096.0,45346.0,53472.0,53610.0,56758.0,67575.0,269885.0,200871.0,48.9,51.1,38.9,74.4,78.1,6.3,14.3,13.1,12.9,7.0,6.6,15.7,82.1,4.9,3.2,8.1,1.5,1.6,8.5,75.8,71765.0,72965.0,,60375.0,85413.0,,,57624.0,51410.0,73530.0,280588.0,209668.0,48.5,51.5,39.4,74.7,78.2,6.1,14.0,13.4,12.4,6.8,6.2,17.0,81.1,5.1,3.2,8.5,1.8,2.1,9.0,74.7,2018,721.96
THURSTON,69592.0,70458.0,73044.0,42500.0,68750.0,49318.0,53750.0,60200.0,55470.0,71029.0,274684.0,204976.0,48.9,51.1,39.0,74.6,78.2,6.2,14.4,13.2,12.6,6.8,6.6,16.2,81.7,5.1,3.1,8.2,1.5,1.8,8.7,75.4,72703.0,74252.0,83517.0,70198.0,63460.0,67066.0,65621.0,70034.0,51937.0,75232.0,286419.0,215347.0,48.8,51.2,38.8,75.2,78.6,5.7,15.3,12.9,12.2,6.4,6.8,17.2,80.6,5.2,2.8,8.7,1.4,2.3,9.2,74.4,2019,721.96
WAHKIAKUM,41815.0,41717.0,,42000.0,,,,53125.0,,42008.0,4006.0,3097.0,48.3,51.7,50.3,77.3,81.3,3.2,8.6,9.1,14.8,7.5,8.8,26.3,94.9,0.2,3.8,1.9,0.0,0.0,3.8,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,263.38
WAHKIAKUM,44500.0,44225.0,,120278.0,,,,24583.0,9500.0,45057.0,4016.0,3197.0,48.7,51.3,52.3,79.6,83.3,4.4,8.8,8.5,14.6,6.9,8.9,28.3,94.0,0.3,4.6,1.9,0.0,0.3,2.8,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,263.38
WAHKIAKUM,44485.0,43897.0,,120500.0,,,,,,45476.0,4035.0,3232.0,48.4,51.6,52.1,80.1,84.1,5.2,8.2,8.5,14.5,7.7,8.1,29.0,93.0,0.4,4.9,3.0,0.0,0.6,4.3,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,263.38
WAHKIAKUM,48116.0,48024.0,,122750.0,,,,23558.0,,48690.0,4051.0,3248.0,48.8,51.2,53.1,80.2,83.7,5.3,6.3,8.8,14.0,6.2,9.1,31.3,92.8,0.2,3.4,2.1,0.0,1.4,4.6,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,263.38
WAHKIAKUM,49508.0,49904.0,,125652.0,,,,23824.0,21458.0,50239.0,4105.0,3338.0,48.4,51.6,53.3,81.3,82.9,5.7,6.8,8.6,12.7,6.4,9.5,31.8,92.8,0.3,3.1,2.0,0.0,1.9,5.8,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,263.38
WAHKIAKUM,54085.0,54261.0,,,,,,24615.0,36538.0,54982.0,4189.0,3402.0,47.7,52.3,54.3,81.2,83.3,5.3,4.7,9.7,12.3,6.6,9.7,33.2,92.1,1.3,2.0,1.7,0.0,3.1,6.3,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,263.38
WHATCOM,51939.0,53055.0,14250.0,35828.0,47043.0,86875.0,37031.0,46719.0,37426.0,53506.0,203211.0,148755.0,49.6,50.4,36.5,73.2,79.3,10.8,12.9,11.8,13.1,6.7,6.3,13.9,86.5,1.7,3.9,5.3,0.5,2.6,8.2,81.3,50186.0,51956.0,,37378.0,58681.0,,47802.0,,33739.0,53295.0,206353.0,151947.0,49.3,50.7,36.2,73.6,79.6,11.8,12.6,11.0,12.7,6.9,6.2,14.7,85.6,2.1,4.1,5.7,0.4,2.4,8.6,80.4,2014,2106.86
WHATCOM,53025.0,54596.0,23500.0,34808.0,55263.0,63947.0,35000.0,35217.0,39958.0,54937.0,204855.0,150320.0,49.5,50.5,36.5,73.4,79.5,11.1,12.8,11.7,12.8,6.6,6.5,14.3,86.2,1.8,4.1,5.5,0.5,2.5,8.4,80.8,53665.0,54890.0,,48279.0,63417.0,,31274.0,34167.0,37671.0,55053.0,208351.0,151760.0,49.0,51.0,36.7,72.8,79.5,11.6,12.4,11.3,12.3,6.4,6.7,15.3,85.2,1.9,4.3,5.9,0.5,3.2,8.9,79.8,2015,2106.86
WHATCOM,53145.0,54744.0,24464.0,31655.0,58662.0,31403.0,45917.0,32379.0,40514.0,55198.0,207100.0,152736.0,49.6,50.4,36.5,73.7,79.7,11.1,12.9,11.6,12.5,6.5,6.6,14.8,85.5,1.9,4.2,5.6,0.5,2.9,8.7,80.3,55016.0,57472.0,,19071.0,73942.0,27105.0,41726.0,30922.0,41459.0,58194.0,212284.0,156669.0,49.2,50.8,36.3,73.8,80.2,10.7,13.5,11.7,11.7,6.4,6.4,15.9,83.6,2.2,4.1,5.9,0.8,4.2,9.2,79.3,2016,2106.86
WHATCOM,54207.0,55602.0,25104.0,35706.0,60168.0,31250.0,42107.0,32721.0,40330.0,56127.0,209729.0,154847.0,49.5,50.5,36.8,73.8,79.9,11.2,12.8,11.6,12.3,6.4,6.5,15.5,84.6,1.8,4.3,5.7,0.6,3.6,8.8,80.1,56411.0,57770.0,,32460.0,68764.0,,66130.0,28281.0,41134.0,58368.0,216800.0,160002.0,49.5,50.5,37.0,73.8,80.3,11.0,13.1,11.4,12.1,6.3,6.5,16.4,82.3,1.8,4.4,5.9,0.7,5.4,9.2,79.4,2017,2106.86
WHATCOM,56419.0,58342.0,20380.0,34208.0,67265.0,25333.0,43680.0,33202.0,40998.0,58984.0,212738.0,157338.0,49.5,50.5,36.9,74.0,80.1,11.1,13.0,11.7,12.1,6.5,6.3,15.9,84.2,1.9,4.3,5.9,0.7,3.7,9.0,79.8,61186.0,62184.0,,31052.0,66529.0,,93150.0,46771.0,51955.0,62449.0,221404.0,164204.0,49.4,50.6,37.5,74.2,80.5,10.0,13.2,11.9,12.0,6.7,5.7,17.0,84.0,2.1,4.4,6.4,0.8,3.2,9.4,79.1,2018,2106.86
WHATCOM,59285.0,60996.0,,35625.0,62756.0,27065.0,39846.0,45571.0,38253.0,61654.0,216812.0,160674.0,49.5,50.5,37.0,74.1,80.2,10.9,13.2,11.7,11.9,6.4,6.3,16.4,83.9,2.0,4.3,6.1,0.7,3.8,9.2,79.3,62268.0,64839.0,,40234.0,41140.0,,33526.0,65867.0,33280.0,65563.0,225685.0,167058.0,49.4,50.6,37.2,74.0,80.5,10.2,13.3,11.9,11.0,6.0,6.5,17.4,83.5,2.4,4.2,6.5,0.7,3.9,9.5,78.6,2019,2106.86
WHITMAN,36257.0,39406.0,20511.0,32656.0,23287.0,6688.0,10972.0,11838.0,20030.0,40088.0,45512.0,29352.0,50.4,49.6,24.0,64.5,85.0,23.6,12.9,8.1,9.0,4.4,3.8,9.6,84.7,2.7,1.8,9.6,0.7,1.1,4.9,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2159.09
WHITMAN,35578.0,38977.0,26346.0,24219.0,24131.0,7198.0,12778.0,11944.0,15585.0,40140.0,46003.0,28712.0,51.0,49.0,24.0,62.4,85.0,21.8,12.8,8.0,8.8,4.5,3.9,9.7,84.1,2.9,1.7,9.7,0.7,1.3,5.1,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2159.09
WHITMAN,36631.0,39373.0,33750.0,24063.0,25398.0,,,22958.0,18287.0,40112.0,46737.0,30600.0,50.9,49.1,24.2,65.5,85.0,24.6,13.0,8.2,8.7,4.4,4.1,9.7,83.6,3.1,1.8,9.7,0.7,1.8,5.4,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2159.09
WHITMAN,38636.0,41108.0,27083.0,,29205.0,,,20859.0,20795.0,41654.0,47494.0,30471.0,50.8,49.2,24.2,64.2,84.9,24.0,13.3,8.3,8.2,4.6,4.1,9.8,83.0,3.2,1.9,10.0,0.6,2.0,5.6,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2159.09
WHITMAN,41574.0,43807.0,25474.0,,31496.0,,45563.0,27250.0,20066.0,44604.0,47794.0,30511.0,51.1,48.9,24.5,63.8,84.9,22.7,13.5,8.5,8.3,4.6,4.2,9.8,82.8,3.2,2.0,10.1,0.7,2.1,5.9,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2159.09
WHITMAN,42163.0,44697.0,22228.0,,28393.0,,,28438.0,19340.0,45236.0,48593.0,31463.0,50.9,49.1,24.6,64.7,84.9,22.6,14.0,8.5,7.8,4.5,4.3,10.0,82.6,3.4,1.8,10.4,0.5,2.2,6.2,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2159.09
YAKIMA,43506.0,46187.0,31630.0,36419.0,63359.0,42656.0,35483.0,33636.0,35444.0,51940.0,244654.0,159082.0,50.1,49.9,32.3,65.0,69.8,7.0,13.1,12.1,12.1,5.7,4.9,11.9,74.4,1.5,5.4,1.7,0.3,17.4,45.7,47.0,41917.0,45922.0,20050.0,28663.0,62698.0,,29739.0,31010.0,35600.0,49203.0,247044.0,161925.0,50.1,49.9,32.7,65.5,70.0,7.2,13.0,11.9,11.6,5.6,5.2,12.5,73.7,1.4,5.3,2.0,0.3,17.7,47.0,45.7,2014,4295.39
YAKIMA,43956.0,46558.0,23482.0,36741.0,56094.0,44531.0,36437.0,34340.0,35183.0,52457.0,246402.0,160918.0,50.1,49.9,32.4,65.3,69.9,7.1,13.1,12.0,11.9,5.9,4.8,12.1,76.2,1.5,5.4,1.7,0.3,15.5,46.5,46.2,44648.0,43977.0,,45224.0,52207.0,,46642.0,50025.0,35768.0,51209.0,247687.0,163802.0,49.9,50.1,32.6,66.1,70.2,7.7,12.8,11.7,11.6,6.0,4.8,12.8,79.6,1.7,5.7,1.9,0.3,11.5,47.7,44.8,2015,4295.39
YAKIMA,44749.0,46845.0,24773.0,42934.0,50565.0,,37274.0,36304.0,37141.0,51731.0,247408.0,161894.0,50.1,49.9,32.5,65.4,70.0,7.2,13.0,11.9,11.8,5.9,4.8,12.4,78.0,1.4,5.3,1.7,0.3,13.8,47.1,45.6,47223.0,48641.0,26883.0,45723.0,,,37400.0,41925.0,41782.0,51325.0,248830.0,164469.0,50.3,49.7,32.9,66.1,70.2,7.3,12.8,12.0,11.4,6.3,4.6,13.1,81.1,1.3,5.2,1.5,,11.0,48.3,44.2,2016,4295.39
YAKIMA,45700.0,47212.0,32828.0,42689.0,51211.0,,38693.0,41397.0,38532.0,52100.0,247681.0,162725.0,50.0,50.0,32.6,65.7,70.0,7.1,12.9,11.9,11.7,5.9,4.9,12.7,78.4,1.6,5.4,1.7,0.3,13.1,47.7,45.0,48965.0,50400.0,41352.0,37756.0,41884.0,,44478.0,41709.0,41146.0,56072.0,249636.0,165174.0,50.0,50.0,32.8,66.2,70.1,6.9,12.9,11.7,11.4,5.9,4.9,13.5,77.9,2.1,5.6,1.8,0.4,12.9,48.8,43.8,2017,4295.39
YAKIMA,47470.0,49355.0,29605.0,42983.0,51875.0,48413.0,40541.0,44774.0,41050.0,52721.0,248279.0,163469.0,50.1,49.9,32.7,65.8,70.1,7.1,13.0,11.9,11.5,5.8,5.0,12.9,78.0,1.6,5.5,1.8,0.3,13.4,48.4,44.3,47402.0,50788.0,,22532.0,33700.0,,40293.0,36261.0,41577.0,52144.0,250193.0,163819.0,50.0,50.0,32.7,65.5,70.3,6.9,13.4,11.6,11.3,5.5,5.3,13.5,76.9,1.4,5.4,1.8,0.1,14.9,49.4,43.1,2018,4295.39
YAKIMA,49871.0,50803.0,43333.0,47107.0,47321.0,89028.0,44839.0,48183.0,42706.0,54505.0,249325.0,164732.0,50.1,49.9,32.8,66.1,70.1,7.0,13.1,11.9,11.3,5.7,5.1,13.2,78.1,1.7,5.6,1.8,0.2,13.1,48.9,43.7,51555.0,51524.0,111055.0,,50625.0,,49959.0,70889.0,47914.0,54866.0,251446.0,167576.0,49.8,50.2,33.3,66.6,70.4,6.8,13.3,11.9,10.9,5.6,5.4,13.7,75.2,1.9,5.7,2.0,0.2,15.4,49.9,42.6,2019,4295.39
