scrape,wmsite,dateaccess,dispensaryname,address,city,zipcode
127,"http://weedmaps.com/dispensaries/a-greener-today-north","2016-05-22","A Greener Today North (Shoreline)","16053 Aurora Ave N Suite B, Seattle, WA 98133","Seattle","98133"
101,"http://weedmaps.com/dispensaries/a-greener-today-seattle","2015-11-22","A Greener Today","9509 Rainier Ave S, Seattle, WA 98118","Seattle","98118"
127,"http://weedmaps.com/dispensaries/a-greener-today-seattle","2016-05-23","A Greener Today","9509 Rainier Ave S, Seattle, WA 98118","Seattle","98118"
127,"http://weedmaps.com/dispensaries/a-greener-today-seattle-recreational-21","2016-05-22","A Greener Today - Seattle - Recreational 21+","10522 Lake City Way NE C103, Seattle, WA 98125","Seattle","98125"
101,"http://weedmaps.com/dispensaries/aces-medical-wellness","2015-11-22","Aces Medical Wellness","7226 Martin Way E., Olympia, Washington 98516","Olympia","98516"
127,"http://weedmaps.com/dispensaries/aces-medical-wellness","2016-05-22","Aces Medical Wellness","7226 Martin Way E., Olympia, Washington 98516","Olympia","98516"
101,"http://weedmaps.com/dispensaries/all-natural-wellness-collective-anwc","2015-11-22","All Natural Wellness Collective  (ANWC)","816 72nd ST E, Tacoma, WA 98404","Tacoma","98404"
127,"http://weedmaps.com/dispensaries/all-natural-wellness-collective-anwc","2016-05-22","All Natural Wellness Collective  (ANWC)","816 72nd ST E, Tacoma, WA 98404","Tacoma","98404"
101,"http://weedmaps.com/dispensaries/altercare","2015-11-22","Altercare","828 Rainier Ave S, Seattle, wa 98144","Seattle","98144"
127,"http://weedmaps.com/dispensaries/altercare","2016-05-22","Altercare","828 Rainier Ave S, Seattle, wa 98144","Seattle","98144"
101,"http://weedmaps.com/dispensaries/alternative-care-north-west","2015-11-21","Alternative Care North West ","21837 Old HW 99 SW, Centralia, WA 98531","Centralia","98531"
127,"http://weedmaps.com/dispensaries/alternative-care-north-west","2016-05-22","Alternative Care North West ","21837 Old HW 99 SW, Centralia, WA 98531","Centralia","98531"
101,"http://weedmaps.com/dispensaries/alternative-mmd-co-op","2015-11-22","Alternative MMD Co-Op","1506 N PINES SPOKANE VALLEY, Spokane Valley, WA 99206","Spokane Valley","99206"
127,"http://weedmaps.com/dispensaries/alternative-mmd-co-op","2016-05-22","Alternative MMD Co-Op","1506 N PINES SPOKANE VALLEY, Spokane Valley, WA 99206","Spokane Valley","99206"
101,"http://weedmaps.com/dispensaries/belltown-community-gardens-seattle","2015-11-22","PDA Lounge Belltown","2224 2nd Ave., Seattle, WA 98121","Seattle","98121"
101,"http://weedmaps.com/dispensaries/best-buds-collective-garden","2015-11-21","Best Buds Collective Garden - Meridian","2518 Meridian Street, Bellingham, Washington 98225","Bellingham","98225"
101,"http://weedmaps.com/dispensaries/best-buds-fairhaven","2015-11-22","Best Buds Fairhaven","1315 11th St, Bellingham, WA 98225","Bellingham","98225"
101,"http://weedmaps.com/dispensaries/big-buddas-collecvtive-meds","2015-11-22","Big Buddas Collective Meds","4231 Olympic Dr,, Bremerton, WA 98312","Bremerton","98312"
101,"http://weedmaps.com/dispensaries/canna-cross-medical-collective","2015-11-22","Canna Cross Medical Collective","5127 S.E. Mile Hill Dr, Port Orchard, WA 98366","Port Orchard","98366"
101,"http://weedmaps.com/dispensaries/cannabis-outreach-services-2","2015-11-22","Cannabis Outreach Services","5709 Lacey Blvd Se Ste 204, Lacey, WA 98503","Lacey","98503"
101,"http://weedmaps.com/dispensaries/cannabisclubcollective","2015-11-21","Triple C Cannabis Club","2706 6th Ave, North Tacoma, WA 98406","North Tacoma","98406"
127,"http://weedmaps.com/dispensaries/cannabisclubcollective","2016-05-22","Triple C Cannabis Club","2706 6th Ave, North Tacoma, WA 98406","North Tacoma","98406"
101,"http://weedmaps.com/dispensaries/cannablyss","2015-11-21","Cannablyss","2705 Hartford Dr NE, Lake Stevens, Wa 98258","Lake Stevens","98258"
127,"http://weedmaps.com/dispensaries/cannablyss","2016-05-22","Cannablyss","2705 Hartford Dr NE, Lake Stevens, Wa 98258","Lake Stevens","98258"
101,"http://weedmaps.com/dispensaries/cannatopia-too","2015-11-21","Cannatopia too","2747 Pacific Ave SE, Olympia, Wa 98501","Olympia","98501"
101,"http://weedmaps.com/dispensaries/cbd-outreach","2015-11-22","CBD Outreach","933 E. Johns Prairie Rd, Shelton, WA 98584","Shelton","98584"
101,"http://weedmaps.com/dispensaries/centerstreetcollective","2015-11-22","Center Street Collective","4915 Center Street Suite D, Tacoma, WA 98409","Tacoma","98409"
101,"http://weedmaps.com/dispensaries/club-420","2015-11-22","The 420 Club","1912 Center Street, Tacoma, Washington 98409","Tacoma","98409"
127,"http://weedmaps.com/dispensaries/club-420","2016-05-22","The 420 Club","1912 Center Street, Tacoma, Washington 98409","Tacoma","98409"
101,"http://weedmaps.com/dispensaries/covington-holistic-medicine","2015-11-21","COVINGTON  HOLISTIC MEDICINE","16204 SE 272nd STREET, Covington, WA 98042","Covington","98042"
127,"http://weedmaps.com/dispensaries/covington-holistic-medicine","2016-05-22","COVINGTON  HOLISTIC MEDICINE","16204 SE 272nd STREET, Covington, WA 98042","Covington","98042"
101,"http://weedmaps.com/dispensaries/cured","2015-11-22","Cured Cooperative","7826 N Market St. Suite E, Spokane, Washington 99217","Spokane","99217"
127,"http://weedmaps.com/dispensaries/cured","2016-05-22","Cured Cooperative","7826 N Market St. Suite E, Spokane, Washington 99217","Spokane","99217"
101,"http://weedmaps.com/dispensaries/dockside-cannabis","2015-11-21","Dockside Cannabis - Recreational","15029 Aurora Ave N., Shoreline, WA 98133","Shoreline","98133"
127,"http://weedmaps.com/dispensaries/dockside-cannabis","2016-05-22","Dockside Cannabis - Recreational","15029 Aurora Ave N., Shoreline, WA 98133","Shoreline","98133"
101,"http://weedmaps.com/dispensaries/dockside-coop","2015-11-22","Dockside Co-op","223 N. 36th St, Seattle, WA 98103","Seattle","98103"
127,"http://weedmaps.com/dispensaries/dockside-coop","2016-05-22","Dockside Co-op","223 N. 36th St, Seattle, WA 98103","Seattle","98103"
101,"http://weedmaps.com/dispensaries/earth-alternative-medicine-2","2015-11-22","Puget Sound Health Alternative South","1123 Sleater-Kinney Rd SE, Lacey, WA 98503","Lacey","98503"
127,"http://weedmaps.com/dispensaries/earth-alternative-medicine-2","2016-05-22","Puget Sound Health Alternative South","1123 Sleater-Kinney Rd SE, Lacey, WA 98503","Lacey","98503"
101,"http://weedmaps.com/dispensaries/eastern-washington-cannabis-market","2015-11-22","Eastern Washington Cannabis Market","953 East 3rd Ave, Spokane, WA 99202","Spokane","99202"
127,"http://weedmaps.com/dispensaries/eastern-washington-cannabis-market","2016-05-22","Eastern Washington Cannabis Market","953 East 3rd Ave, Spokane, WA 99202","Spokane","99202"
101,"http://weedmaps.com/dispensaries/emerald-city-collective-gardens-seattle","2015-11-21","Emerald City Collective Gardens","3161 Elliott Ave Suite 102, Downtown Seattle, WA 98121","Downtown Seattle","98121"
127,"http://weedmaps.com/dispensaries/emerald-city-collective-gardens-seattle","2016-05-22","Emerald City Collective Gardens","3161 Elliott Ave Suite 102, Downtown Seattle, WA 98121","Downtown Seattle","98121"
101,"http://weedmaps.com/dispensaries/ever-green-alternative-medicine","2015-11-21","Evergreen Alternative Medicine","2716 Pacific Ave, Olympia, Washington 98501","Olympia","98501"
101,"http://weedmaps.com/dispensaries/evergreen-health-center-2","2015-11-22","Evergreen Health Center","1405 NE McWilliams RD Suite 103, Bremerton, WA 98311","Bremerton","98311"
127,"http://weedmaps.com/dispensaries/evergreen-health-center-2","2016-05-23","Evergreen Health Center","1405 NE McWilliams RD Suite 103, Bremerton, WA 98311","Bremerton","98311"
101,"http://weedmaps.com/dispensaries/evergreen-premier-medical","2015-11-21","Evergreen Premier Medical","2225 E. Sprague Suite 1, Spokane, WA 99202","Spokane","99202"
127,"http://weedmaps.com/dispensaries/evergreen-premier-medical","2016-05-22","Evergreen Premier Medical","2225 E. Sprague Suite 1, Spokane, WA 99202","Spokane","99202"
101,"http://weedmaps.com/dispensaries/every-essentials","2015-11-22","Everyday Essentials ","7824 River Road E. suite E, Puyallup, Washington 98371","Puyallup","98371"
101,"http://weedmaps.com/dispensaries/fremont-gardens-30-g-bho-of-william-s-wonder-sunday-10-off-all-concentrates","2015-11-21","Fremont Gardens","316 NORTH 36TH ST, SEATTLE, WA 98103","SEATTLE","98103"
127,"http://weedmaps.com/dispensaries/fweedom-cannabis","2016-05-23","Fweedom Cannabis - Seattle - Recreational 21+  ","12001 Aurora Ave N, Seattle, WA 98133","Seattle","98133"
127,"http://weedmaps.com/dispensaries/fweedom-cannabis-mountlake-terrace-recreational-21","2016-05-22","Fweedom Cannabis - Recreational 21+ - Mountlake Terrace","21911 64th Ave W Suite D, Mountlake Terrace, WA 98043","Mountlake Terrace","98043"
101,"http://weedmaps.com/dispensaries/fweedom-collective-seattle","2015-11-22","Fweedom Collective","12001 Aurora Ave N, Seattle, WA 98133","Seattle","98133"
101,"http://weedmaps.com/dispensaries/geyser-medical-club","2015-11-21","NW Cannabis Connection","9506 Canyon Rd., Puyallup, Wa 98371","Puyallup","98371"
101,"http://weedmaps.com/dispensaries/goodbudstore","2015-11-22","GoodBudS","5384 Rd. K NW, Quincy, WA 98848","Quincy","98848"
127,"http://weedmaps.com/dispensaries/goodbudstore","2016-05-22","GoodBudS","5384 Rd. K NW, Quincy, WA 98848","Quincy","98848"
101,"http://weedmaps.com/dispensaries/grass-roots-collective-2","2015-11-22","Grass Roots Collective","2200 Pacific Street, Bellingham, WA 98229","Bellingham","98229"
127,"http://weedmaps.com/dispensaries/grass-roots-collective-2","2016-05-22","Grass Roots Collective","2200 Pacific Street, Bellingham, WA 98229","Bellingham","98229"
101,"http://weedmaps.com/dispensaries/green-kross","2015-11-22","Green Kross","3014 6th Ave., Tacoma, WA 98406","Tacoma","98406"
127,"http://weedmaps.com/dispensaries/green-life-nw-recreational-21","2016-05-22","Green Life NW - Recreational 21+","11463 Rainier Ave South, Seattle, WA 98178","Seattle","98178"
101,"http://weedmaps.com/dispensaries/green-mountain-releaf","2015-11-22","Green Mountain ReLeaf - Woodland - Longview","6504 Green Mountain Road, Woodland, WA 98674","Woodland","98674"
101,"http://weedmaps.com/dispensaries/green-orchard","2015-11-21","Green Orchard","333A E. First St., Port Angeles, WA 98362","Port Angeles","98362"
101,"http://weedmaps.com/dispensaries/green-path-of-washington-dispensary","2015-11-22","Graham Collective","Meridian Ave. South & 224th St. East, GRAHAM, WA 98338","GRAHAM","98338"
127,"http://weedmaps.com/dispensaries/green-path-of-washington-dispensary","2016-05-22","Graham Collective","Meridian Ave. South & 224th St. East, GRAHAM, WA 98338","GRAHAM","98338"
101,"http://weedmaps.com/dispensaries/green-solution-2-2","2015-11-22","Green Solution","15941 Meridian East, Puyallup, WA 98375","Puyallup","98375"
127,"http://weedmaps.com/dispensaries/green-solution-2-2","2016-05-22","Green Solution","15941 Meridian East, Puyallup, WA 98375","Puyallup","98375"
101,"http://weedmaps.com/dispensaries/greenlink-collective","2015-11-21","GreenLink Collective","160 NW Gilman Blvd, Suite I, Issaquah, WA 98027","Issaquah","98027"
101,"http://weedmaps.com/dispensaries/greenworks-cooperative","2015-11-21","Greenworks Cooperative ","11064 Lake City Way NE #6, North Seattle, WA 98125","North Seattle","98125"
101,"http://weedmaps.com/dispensaries/have-a-heart-cafe","2015-11-22","Have A Heart Cafe CC - Cafe (University District) ","4500 9th Ave NE, Seattle, WA 98105","Seattle","98105"
101,"http://weedmaps.com/dispensaries/have-a-heart-cc","2015-11-22","Have A Heart CC - Aurora","11736 Aurora ave N, North Seattle, WA 98133","North Seattle","98133"
101,"http://weedmaps.com/dispensaries/have-a-heart-cc-monroe","2015-11-22","Have a Heart CC - Monroe ","14510 State Route 2, Snohomish, WA 98290","Snohomish","98290"
101,"http://weedmaps.com/dispensaries/have-a-heart-wenatchee","2015-11-21","Have A Heart CC - Wenatchee ","3014 Gs Center Rd., Wenatchee, WA 98801","Wenatchee","98801"
101,"http://weedmaps.com/dispensaries/healingleafcollective","2015-11-22","The Healing Leaf Collective Garden","9626 32nd St. SE, Lake Stevens, WA 98258","Lake Stevens","98258"
127,"http://weedmaps.com/dispensaries/healingleafcollective","2016-05-22","The Healing Leaf Collective Garden","9626 32nd St. SE, Lake Stevens, WA 98258","Lake Stevens","98258"
101,"http://weedmaps.com/dispensaries/healthy-element-lacey","2015-11-22","Healthy Element","430 Carpenter Road SE Suite A., lacey, wa 98503","lacey","98503"
101,"http://weedmaps.com/dispensaries/healthy-living-cooperative","2015-11-22","Healthy Living Center - Medical","2118 James Street, Bellingham, WA 98225","Bellingham","98225"
101,"http://weedmaps.com/dispensaries/herb-delight-serving-yakima-wa","2015-11-21","Herb Delight serving Yakima WA","Delivery, Yakima, WA 98903","Yakima","98903"
127,"http://weedmaps.com/dispensaries/herb-delight-serving-yakima-wa","2016-05-22","Herb Delight serving Yakima WA","Delivery, Yakima, WA 98903","Yakima","98903"
101,"http://weedmaps.com/dispensaries/herb-n-pipe","2015-11-22","Herb N Pipe","3130 N. Division St., Spokane, Washington 99207","Spokane","99207"
127,"http://weedmaps.com/dispensaries/herb-n-pipe","2016-05-23","Herb N Pipe","3130 N. Division St., Spokane, Washington 99207","Spokane","99207"
101,"http://weedmaps.com/dispensaries/herb-nerds","2015-11-22","Herb Nerds - Medical","12928 E Indiana Ave Suite 1, Spokane Valley, Washington 99216","Spokane Valley","99216"
127,"http://weedmaps.com/dispensaries/herb-nerds","2016-05-22","Herb Nerds - Medical","12928 E Indiana Ave Suite 1, Spokane Valley, Washington 99216","Spokane Valley","99216"
101,"http://weedmaps.com/dispensaries/herbal-connection-inc","2015-11-22","Herbal Connection Inc.","3812 N Monroe St, Spokane, WA 99205","Spokane","99205"
101,"http://weedmaps.com/dispensaries/herbal-healing-safe-access","2015-11-22","Herbal Healing Collective Garden","3062 SW HWY 16 Suite A, Port Orchard, WA 98367","Port Orchard","98367"
127,"http://weedmaps.com/dispensaries/herbal-healing-safe-access","2016-05-22","Herbal Healing Collective Garden","3062 SW HWY 16 Suite A, Port Orchard, WA 98367","Port Orchard","98367"
101,"http://weedmaps.com/dispensaries/highway-9-collective","2015-11-22","Woodinville Quality Collective","23128 State Route 9 SE, #2, Woodinville, WA 98072","Woodinville","98072"
127,"http://weedmaps.com/dispensaries/highway-9-collective","2016-05-22","Woodinville Quality Collective","23128 State Route 9 SE, #2, Woodinville, WA 98072","Woodinville","98072"
101,"http://weedmaps.com/dispensaries/hoc","2015-11-22","HOC","217 174th ST S, Spanaway, Washington 98387","Spanaway","98387"
127,"http://weedmaps.com/dispensaries/hoc","2016-05-23","HOC","217 174th ST S, Spanaway, Washington 98387","Spanaway","98387"
101,"http://weedmaps.com/dispensaries/house-of-buddha","2015-11-22","House of Buddha","510 1/2 112th st S, Tacoma, Washington 98444","Tacoma","98444"
127,"http://weedmaps.com/dispensaries/house-of-buddha","2016-05-22","House of Buddha","510 1/2 112th st S, Tacoma, Washington 98444","Tacoma","98444"
101,"http://weedmaps.com/dispensaries/hypeherbally-holistic-health","2015-11-22","HypeHerbally","1120 112th St SW, Everett, WA 98204","Everett","98204"
127,"http://weedmaps.com/dispensaries/hypeherbally-holistic-health","2016-05-22","HypeHerbally","14702 HWY 99, Lynnwood, WA 98087","Lynnwood","98087"
101,"http://weedmaps.com/dispensaries/jade-gardens","2015-11-22","Harbor Alternative Wellness","6708 144th St NW Suite A, Gig Harbor, WA 98332","Gig Harbor","98332"
127,"http://weedmaps.com/dispensaries/jade-gardens","2016-05-23","Harbor Alternative Wellness","6708 144th St NW Suite A, Gig Harbor, WA 98332","Gig Harbor","98332"
101,"http://weedmaps.com/dispensaries/jd-s-collective-garden","2015-11-22","JD's Collective Garden ","39817 N Newport Hwy, Elk, Wa 99009","Elk","99009"
101,"http://weedmaps.com/dispensaries/karma-wellness-cooperative-port-angeles-sequim","2015-11-22","Karma Wellness Cooperative - Serving Port Angeles 98362","3228 HWY 101 E, Port Angeles, WA 98362","Port Angeles","98362"
127,"http://weedmaps.com/dispensaries/karma-wellness-cooperative-port-angeles-sequim","2016-05-23","Karma Wellness Cooperative - Serving Port Angeles 98362","3228 HWY 101 E, Port Angeles, WA 98362","Port Angeles","98362"
101,"http://weedmaps.com/dispensaries/left-coast-cannabis","2015-11-21","LEFT COAST  CANNABIS ","7604 South Tacoma Way Ste B, Tacoma, WA 98409","Tacoma","98409"
101,"http://weedmaps.com/dispensaries/lifes-rx","2015-11-22","Lifes Rx - Renton Highlands ","3904 NE 4th St. #103, Renton, WA 98056","Renton","98056"
127,"http://weedmaps.com/dispensaries/lifes-rx","2016-05-23","Lifes Rx - Renton Highlands ","3904 NE 4th St. #103, Renton, WA 98056","Renton","98056"
101,"http://weedmaps.com/dispensaries/lilaccityrx","2015-11-22","Lilac City Collective Association","1716 N Ash St, Spokane, WA 99205","Spokane","99205"
101,"http://weedmaps.com/dispensaries/living-green","2015-11-21","Living Green - Medical Only","909 E Francis, Spokane, WA 99208","Spokane","99208"
101,"http://weedmaps.com/dispensaries/marandas-2","2015-11-22","Marandas","4503 Ocean Beach Hwy, Longview, WA 98632","Longview","98632"
127,"http://weedmaps.com/dispensaries/marandas-2","2016-05-23","Marandas","4503 Ocean Beach Hwy, Longview, WA 98632","Longview","98632"
101,"http://weedmaps.com/dispensaries/marandas-kelso-wa","2015-11-22","Marandas Kelso","810-A Westside highway, Kelso, WA 98626","Kelso","98626"
127,"http://weedmaps.com/dispensaries/marandas-kelso-wa","2016-05-23","Marandas Kelso","810-A Westside highway, Kelso, WA 98626","Kelso","98626"
101,"http://weedmaps.com/dispensaries/medicine-men","2015-11-21","Medicine Men","15804 Hwy 99 Suite A, Lynnwood, WA 98087","Lynnwood","98087"
101,"http://weedmaps.com/dispensaries/medigreen-access-point","2015-11-22","MediGreen Access Point","11012 Canyon Rd. E. Suite 43, Puyallup, WA 98373","Puyallup","98373"
101,"http://weedmaps.com/dispensaries/mountain-medicine-clinic","2015-11-22","Mountain Medicine Clinic","10217 128th St E, Suite E, Puyallup, WA 98374","Puyallup","98374"
127,"http://weedmaps.com/dispensaries/mountain-medicine-clinic","2016-05-22","Mountain Medicine Clinic","10217 128th St E, Suite E, Puyallup, WA 98374","Puyallup","98374"
101,"http://weedmaps.com/dispensaries/mr-doobees-natural-high-store","2015-11-21","Mr. Doobees Natural High Store","2870 Ocean Drive (Mile Post 56), Raymond, Washington 98577","Raymond","98577"
101,"http://weedmaps.com/dispensaries/mud-bay-meds","2015-11-21","Mud Bay Meds","5021 MUD BAY RD NW, OLYMPIA, WA 98502","OLYMPIA","98502"
127,"http://weedmaps.com/dispensaries/mud-bay-meds","2016-05-22","Mud Bay Meds","5021 MUD BAY RD NW, OLYMPIA, WA 98502","OLYMPIA","98502"
101,"http://weedmaps.com/dispensaries/natural-7","2015-11-22","Natural 7 ","6020 Pacific Ave SE Ste M, Lacey, WA 98503","Lacey","98503"
127,"http://weedmaps.com/dispensaries/natural-7","2016-05-22","Natural 7 ","6020 Pacific Ave SE Ste M, Lacey, WA 98503","Lacey","98503"
101,"http://weedmaps.com/dispensaries/natural-green-medicine","2015-11-22","Natural Green Medicine","4701 Roosevelt Way NE Suite B, seattle, wa 98105","seattle","98105"
127,"http://weedmaps.com/dispensaries/natures-cure-club","2016-05-22","Natures Cure Club","14806 Pacific Avenue South Suite C, Tacoma, WA 98444","Tacoma","98444"
101,"http://weedmaps.com/dispensaries/natures-resource-center","2015-11-22","Natures Resource Center OPEN 24/7 - Tacoma","3833 Pacific Ave Suite C, Tacoma, WA 98418","Tacoma","98418"
101,"http://weedmaps.com/dispensaries/new-millennium","2015-11-22","New Millennium ","136 Stewart Road, Pacific, WA 98047","Pacific","98047"
127,"http://weedmaps.com/dispensaries/new-millennium","2016-05-22","New Millennium ","136 Stewart Road, Pacific, WA 98047","Pacific","98047"
101,"http://weedmaps.com/dispensaries/new-millennium-north-seattle","2015-11-21","New Millennium North","14040 Aurora Ave. North, Seattle, WA 98133","Seattle","98133"
127,"http://weedmaps.com/dispensaries/new-millennium-north-seattle","2016-05-22","New Millennium North","14040 Aurora Ave. North, Seattle, WA 98133","Seattle","98133"
101,"http://weedmaps.com/dispensaries/new-millennium-seattle","2015-11-21","New Millennium","3867 Rainier Ave South, Seattle, WA 98118","Seattle","98118"
127,"http://weedmaps.com/dispensaries/new-millennium-seattle","2016-05-22","New Millennium","3867 Rainier Ave South, Seattle, WA 98118","Seattle","98118"
127,"http://weedmaps.com/dispensaries/nimbin-pot-shop-2","2016-05-22","NiMBiN Pot Shop - Recreational 21+","10861 1st Ave S, Seattle, WA 98168","Seattle","98168"
101,"http://weedmaps.com/dispensaries/north-end-organics-2","2015-11-21","North End Organics","5917 N. 26 St Suite A, Tacoma, Washington 98407","Tacoma","98407"
127,"http://weedmaps.com/dispensaries/north-end-organics-2","2016-05-22","North End Organics","5917 N. 26 St Suite A, Tacoma, Washington 98407","Tacoma","98407"
101,"http://weedmaps.com/dispensaries/northside-alternative-wellness-center","2015-11-21","Northside Alternative Wellness Center","4811 N. Market, Spokane, WA 99217","Spokane","99217"
101,"http://weedmaps.com/dispensaries/northwest-alchemy-seattle","2015-11-22","Northwest Alchemy","4707 Aurora Ave N, Seattle, WA 98103","Seattle","98103"
